/// Драйвер ККТ: 5.17.0.894
/// Модель: ШТРИХ-НАНО-Ф; №054903
/// Версия ПО: C.3.323 (01.12.2021)
/// Текущая дата: 19.05.2022 14:28:36
// Таблица 1, Тип и режим кассы
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
16,1,23,1,0,0,255,'Socks5 ip4','1'
16,1,24,2,0,1,65535,'Socks5 port','1080'
// Таблица 17, Региональные настройки
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
17,1,1,1,0,0,1,'Kz бин/иин','0'
17,1,2,1,0,0,1,'Kz требовать открывать смену','1'
17,1,3,1,0,0,2,'Rus режим исчисления скидок','2'
17,1,4,1,0,4,7,'Rus мин разм модуля qr','5'
17,1,5,1,0,0,3,'Rus мин корр ошибок qr','1'
17,1,6,1,0,140,255,'Rus мин размер qr в точках','160'
17,1,7,1,0,0,3,'Rus не печатать документ','2'
17,1,8,1,0,0,60,'Rus ограничить время смены','1'
17,1,9,1,0,0,2,'Rus печатать сквозной номер','1'
17,1,10,1,0,0,1,'Rus печать параметров офд в чеках','0'
17,1,11,1,0,0,7,'Rus проверять кс инн','7'
17,1,12,2,0,0,32767,'Rus печать реквизитов пользователя','63'
17,1,13,64,1,0,32767,'Rus наименование реквизита пользователя','Код'
17,1,14,1,0,0,1,'Rus печать реквизита пользователя','1'
17,1,15,1,0,0,1,'Rus печать отмененных документов','0'
17,1,16,1,0,0,3,'Rus печать налога в операции','3'
17,1,17,1,0,1,4,'Rus формат фд','4'
17,1,18,1,0,0,6,'Rus компактный заголовок','0'
17,1,19,32,1,0,6,'Rus название бонуса 1','БОНУСЫ СПАСИБО'
17,1,20,32,1,0,6,'Rus название бонуса 2','СКИДКА'
17,1,21,1,0,0,255,'Rus паттерн сепаратора заголовка','126'
17,1,22,1,0,0,10,'Rus высота сепаратора заголовка','3'
17,1,23,1,0,0,2,'Rus печать номера операции','0'
17,1,24,1,0,0,1,'Rus формат узкого заголовка','0'
17,1,25,1,0,0,1,'Rus автопечать тегов','1'
17,1,26,1,0,0,2,'Rus способ вычисления выручки','1'
17,1,27,1,0,0,1,'Rus использовать футер чека','1'
17,1,28,1,0,0,31,'Rus минимизация данных чека','0'
17,1,29,1,0,0,1,'Скрывать пароль wifi в техпрогоне','1'
17,1,30,1,0,0,1,'Rus выравнивание qr в кз','1'
17,1,31,1,0,0,0,'Rus реплика документа фн','0'
17,1,32,1,0,0,1,'Сбрасывать скорость rs при техпрогоне','1'
17,1,33,1,0,0,1,'Rus автоочистка нс при регистрации','0'
17,1,34,1,0,0,1,'Rus группировать фиск. данные','1'
17,1,35,1,0,0,1,'Rus строгий флк','1'
17,1,36,1,0,0,1,'Rus расшир. отв. на команды форм. фд','0'
17,1,37,1,0,1,10,'Rus количество авансов','1'
17,1,38,1,0,0,1,'Rus автокоррекция ставки ндс','1'
17,1,39,1,0,0,1,'Rus новые заголовки реквизитов','1'
17,1,40,1,0,0,1,'Rus способ выделения ндс','1'
17,1,41,1,0,0,1,'Восстанавливать время из фн при сбое пит','1'
17,1,42,1,0,0,1,'Rus принимать все кт','0'
17,1,43,1,0,0,1,'Rus добавлять адрес отправителя','0'
17,1,44,1,0,0,1,'Rus использовать букву в налогах','0'
17,1,45,1,0,0,2,'Rus замена енвд','1'
17,1,46,1,0,0,1,'Rus запрет произвольной сно','0'
// Таблица 18, Fiscal storage
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
18,1,1,21,1,0,1,'Serial number','0210290041054903'
18,1,2,17,1,0,1,'Inn','7728029110  '
18,1,3,21,1,0,1,'Rnm','0006088981065029'
18,1,4,17,1,0,1,'Fs serial number','9960440301793363'
18,1,5,1,0,0,255,'Tax system','1'
18,1,6,1,0,0,255,'Work mode','1'
18,1,7,128,1,0,255,'User','АКЦИОНЕРНОЕ ОБЩЕСТВО "ТОРГОВЫЙ ДОМ" "ПЕРЕКРЕСТОК"'
18,1,8,64,1,0,255,'Operator','Инженер Селицкий А.Д.'
18,1,9,128,1,0,255,'Address','142700,50, Московская область, Ленинский р-н, г. Видное, Северная промзона промзона , вл. 16'
18,1,10,128,1,0,255,'Ofd name','ПАО "ВЫМПЕЛКОМ"'
18,1,11,64,1,0,255,'Ofd url','ofd.beeline.ru'
18,1,12,17,1,0,255,'Ofd inn','7713076301  '
18,1,13,64,1,0,255,'Tax office url','www.nalog.ru'
18,1,14,128,1,0,255,'Место расчета','https://www.vprok.ru'
18,1,15,64,1,0,255,'Эл. адр. отправителя','ofdreceipt@beeline.ru'
18,1,16,1,0,0,127,'Признак агента','0'
18,1,17,128,1,0,127,'User строка 2',''
18,1,18,128,1,0,127,'Address строка 2',''
18,1,19,128,1,0,127,'Ofd name строка 2',''
18,1,20,128,1,0,127,'Место расчета строка 2',''
18,1,21,1,0,0,127,'Расширенные признаки работы ккт','16'
18,1,22,4,0,0,4294967295,'Код причины изм. сведений о ккт (ффд>=1.','2097216'
18,1,23,13,1,0,4294967295,'Инн кассира',''
// Таблица 19, Параметры офд
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
19,1,1,64,1,0,4294967295,'Сервер','ofd.beeline.ru'
19,1,2,2,0,1,65535,'Порт','7777'
19,1,3,2,0,300,65535,'Таймаут чтения ответа','1000'
19,1,4,2,0,0,3000,'Задержка между пакетами, мс','100'
19,1,5,64,1,0,3000,'Сервер км','connect.ofd-ya.ru'
19,1,6,2,0,1,65535,'Порт км','7778'
19,1,7,2,0,5,65535,'Таймаут чтения ответа км','33'
19,1,8,2,0,2,65535,'Таймаут чтения ответа км при проверке','5'
19,1,9,128,1,2,65535,'Сервер ас окп','31.44.83.188'
19,1,10,2,0,1,65535,'Порт ас окп','31101'
19,1,11,2,0,5,65,'Таймаут ас окп','60'
// Таблица 20, Статус обмена фн
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
20,1,1,1,0,0,255,'Exchangestate','2'
20,1,2,1,0,0,255,'Readstate','0'
20,1,3,2,0,0,65535,'Numbermessages','3'
20,1,4,4,0,0,4294967295,'Numberfirstdocumentqueue','607'
20,1,5,32,1,0,4294967295,'Datetimefirstdocumentqueue','11.02.22 16:16'
20,1,6,1,0,0,255,'Last 26h cmd answer code','0'
20,1,7,1,0,0,255,'Last ofd answer code','0'
20,1,8,64,1,0,255,'Log0','14:28:24: Альтернативный способ обмена, проверь Т21П2'
20,1,9,64,1,0,255,'Log1',''
20,1,10,64,1,0,255,'Log2',''
20,1,11,64,1,0,255,'Log3',''
20,1,12,64,1,0,255,'Log4',''
20,1,13,64,1,0,255,'Log5',''
20,1,14,64,1,0,255,'Log6',''
20,1,15,64,1,0,255,'Log7',''
20,1,16,64,1,0,255,'Log8',''
20,1,17,64,1,0,255,'Log9',''
// Таблица 21, Сетевые интерфейсы
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
21,1,1,1,0,0,4,'Режим ppp','3'
21,1,2,1,0,0,1,'Режим обмена с офд','0'
21,1,3,1,0,0,2,'Запуск tcp-сервера','1'
21,1,4,2,0,0,65535,'Порт tcp-сервера','7778'
21,1,5,1,0,0,0,'Наличие wifi','1'
21,1,6,1,0,0,3,'Использовать wifi','0'
21,1,7,64,1,0,3,'Wifi ssid','KKT0321540041026879'
21,1,8,64,1,0,3,'Wifi passphrase','0321540041026879'
21,1,9,1,0,0,1,'Rndis','0'
21,1,10,32,1,0,1,'Версия по wifi','-'
21,1,11,16,1,0,1,'Уровень сигнала wifi','-'
21,1,12,1,0,0,2,'Использовать bluetooth','2'
21,1,13,1,0,0,7,'Мин. уровень сигнала bt','7'
21,1,14,1,0,0,7,'Макс. уровень сигнала bt','7'
21,1,15,1,0,0,1,'Разрешить изменение режима соединения','0'
// Таблица 22, Cетевой адрес wifi (устарела)
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
22,1,1,1,0,0,1,'Static ip (устарело)','0'
22,1,2,16,1,0,1,'Local ip (устарело)',''
22,1,3,16,1,0,1,'Mask (устарело)',''
22,1,4,16,1,0,1,'Gw (устарело)',''
22,1,5,16,1,0,1,'Dns (устарело)',''
// Таблица 23, Удаленный мониторинг и администрирование
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
23,1,1,1,0,0,2,'Работать с сервером скок','0'
23,1,2,1,0,0,1,'Работать с сервером моно','0'
23,1,3,2,0,10,65535,'Период опроса скок','600'
23,1,4,2,0,10,65535,'Период отправки моно','120'
23,1,5,1,0,0,1,'Разрешить автообновление','0'
23,1,6,1,0,0,1,'Однократное обновление','0'
23,1,7,1,0,0,1,'Есть обновление (ro)','0'
23,1,8,1,0,0,1,'Обновление готово к установке (ro)','0'
23,1,9,64,1,0,1,'Описание обновления 1 (ro)','---'
23,1,10,64,1,0,1,'Описание обновления 2 (ro)','---'
23,1,11,32,1,0,1,'Uin (ro)','410034227'
23,1,12,1,0,0,1,'Моно скрывать товарные позиции','0'
23,1,13,64,1,0,1,'Лскок хост','192.168.1.1'
23,1,14,2,0,1,65535,'Лскок порт','4243'
23,1,15,128,1,1,65535,'Лицензии функций','ff00ff0000000000ff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
23,1,16,128,1,1,65535,'Подпись лицензий функций','--------------------------------------------------------------------------------------------------------------------------------'
23,1,17,32,1,1,65535,'Скок log','1652970203: sending state'
23,1,18,120,1,1,65535,'---','ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff'
23,1,19,4,1,1,65535,'Rs_config','0000'
23,1,20,1,0,0,1,'Vif remote','0'
23,1,21,2,0,1,600,'Vif reconnect timeout','10'
23,1,22,2,0,10,3600,'Vif idle timeout','25'
23,1,23,4,0,0,4294967295,'Vif flags','1'
23,1,24,32,1,0,4294967295,'Vif status',''
// Таблица 24, Встраиваемая и интернет техника
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
24,1,1,20,1,0,4294967295,'Заводской номер автомата',''
24,1,2,1,0,0,255,'Тип принтера','1'
24,1,3,1,0,0,2,'Выброс чеков','0'
24,1,4,1,0,0,1,'Выброс отчетов','0'
24,1,5,1,0,0,32,'Длина презентации чека','5'
24,1,6,1,0,0,255,'Таймаут ретракции','0'
24,1,7,1,0,0,1,'Делать петлю при печати','1'
24,1,8,1,0,0,1,'Метод печати qr-кода','0'
24,1,9,1,0,0,3,'Режим снятия отчетов с гашением','0'
24,1,10,1,0,0,2,'Направление автоотчетов с гашением','0'
24,1,11,1,0,0,23,'Часы автоотчета','1'
24,1,12,1,0,0,59,'Минуты автоотчета','1'
24,1,13,1,0,0,2,'Режим автооткрытия смены','0'
24,1,14,1,0,0,2,'Направление автооткрытия смены','0'
// Таблица 25, Фискализация
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
25,1,1,128,1,0,2,'1048',''
25,1,2,17,1,0,2,'1018',''
25,1,3,1,0,0,255,'1062','0'
25,1,4,21,1,0,255,'1037',''
25,1,5,1,0,0,1,'1002','0'
25,1,6,1,0,0,1,'1221','0'
25,1,7,1,0,0,1,'1110','0'
25,1,8,1,0,0,1,'1056','0'
25,1,9,1,0,0,1,'1001','0'
25,1,10,1,0,0,1,'1108','0'
25,1,11,20,1,0,1,'1036',''
25,1,12,1,0,0,1,'1207','0'
25,1,13,1,0,0,1,'1109','0'
25,1,14,1,0,0,1,'1193','0'
25,1,15,1,0,0,1,'1126','0'
25,1,16,1,0,0,255,'1057','0'
25,1,17,64,1,0,255,'1021',''
25,1,18,17,1,0,255,'1203',''
25,1,19,128,1,0,255,'1009',''
25,1,20,128,1,0,255,'1187',''
25,1,21,64,1,0,255,'1060',''
25,1,22,64,1,0,255,'1117',''
25,1,23,17,1,0,255,'1017',''
25,1,24,128,1,0,255,'1046',''
25,1,25,1,0,1,3,'1209','0'
25,1,26,1,0,1,4,'1101','0'
25,1,27,4,0,0,4294967295,'1205','0'
25,1,28,128,1,0,4294967295,'1048_2',''
25,1,29,128,1,0,4294967295,'1009_2',''
25,1,30,128,1,0,4294967295,'1187_2',''
25,1,31,128,1,0,4294967295,'1046_2',''
