/// Драйвер FR: 4.12.0.370
/// Модель: Retail-01К; №12345678
/// Версия ПО: A.4.52750 (11.03.2014)
/// Текущая дата: 02.02.2015 17:07:31
// Таблица 1, Тип и режим кассы
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
3,17,1,1,0,0,1,Разрешение перевода,1
3,18,1,1,0,0,1,Разрешение перевода,0
3,19,1,1,0,0,1,Разрешение перевода,1
3,20,1,1,0,0,1,Разрешение перевода,0
3,1,2,1,0,1,31,Число,28
3,2,2,1,0,1,31,Число,31
3,3,2,1,0,1,31,Число,27
3,4,2,1,0,1,31,Число,30
3,5,2,1,0,1,31,Число,25
3,6,2,1,0,1,31,Число,28
3,7,2,1,0,1,31,Число,31
3,8,2,1,0,1,31,Число,27
3,9,2,1,0,1,31,Число,30
3,10,2,1,0,1,31,Число,26
3,11,2,1,0,1,31,Число,29
3,12,2,1,0,1,31,Число,25
3,13,2,1,0,1,31,Число,27
3,14,2,1,0,1,31,Число,30
3,15,2,1,0,1,31,Число,26
3,16,2,1,0,1,31,Число,29
3,17,2,1,0,1,31,Число,25
3,18,2,1,0,1,31,Число,28
3,19,2,1,0,1,31,Число,31
3,20,2,1,0,1,31,Число,27
3,1,3,1,0,1,12,Месяц,3
3,2,3,1,0,1,12,Месяц,10
3,3,3,1,0,1,12,Месяц,3
3,4,3,1,0,1,12,Месяц,10
3,5,3,1,0,1,12,Месяц,3
3,6,3,1,0,1,12,Месяц,10
3,7,3,1,0,1,12,Месяц,3
3,8,3,1,0,1,12,Месяц,10
3,9,3,1,0,1,12,Месяц,3
3,10,3,1,0,1,12,Месяц,10
3,11,3,1,0,1,12,Месяц,3
3,12,3,1,0,1,12,Месяц,10
3,13,3,1,0,1,12,Месяц,3
3,14,3,1,0,1,12,Месяц,10
3,15,3,1,0,1,12,Месяц,3
3,16,3,1,0,1,12,Месяц,10
3,17,3,1,0,1,12,Месяц,3
3,18,3,1,0,1,12,Месяц,10
3,19,3,1,0,1,12,Месяц,3
3,20,3,1,0,1,12,Месяц,10
3,1,4,15,1,1,12,Время года,2010 ГОД ВЕСНА
3,2,4,15,1,1,12,Время года,2010 ГОД ОСЕНЬ
3,3,4,15,1,1,12,Время года,2011 ГОД ВЕСНА
3,4,4,15,1,1,12,Время года,2011 ГОД ОСЕНЬ
3,5,4,15,1,1,12,Время года,2012 ГОД ВЕСНА
3,6,4,15,1,1,12,Время года,2012 ГОД ОСЕНЬ
3,7,4,15,1,1,12,Время года,2013 ГОД ВЕСНА
3,8,4,15,1,1,12,Время года,2013 ГОД ОСЕНЬ
3,9,4,15,1,1,12,Время года,2014 ГОД ВЕСНА
3,10,4,15,1,1,12,Время года,2014 ГОД ОСЕНЬ
3,11,4,15,1,1,12,Время года,2015 ГОД ВЕСНА
3,12,4,15,1,1,12,Время года,2015 ГОД ОСЕНЬ
3,13,4,15,1,1,12,Время года,2016 ГОД ВЕСНА
3,14,4,15,1,1,12,Время года,2016 ГОД ОСЕНЬ
3,15,4,15,1,1,12,Время года,2017 ГОД ВЕСНА
3,16,4,15,1,1,12,Время года,2017 ГОД ОСЕНЬ
3,17,4,15,1,1,12,Время года,2018 ГОД ВЕСНА
3,18,4,15,1,1,12,Время года,2018 ГОД ОСЕНЬ
3,19,4,15,1,1,12,Время года,2019 ГОД ВЕСНА
3,20,4,15,1,1,12,Время года,2019 ГОД ОСЕНЬ
// Таблица 4, Текст в чеке
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
4,1,1,51,1,1,12,Запрограммированные строки,  
4,2,1,51,1,1,12,Запрограммированные строки,  
4,3,1,51,1,1,12,Запрограммированные строки,  
4,4,1,51,1,1,12,Запрограммированные строки,  
4,5,1,51,1,1,12,Запрограммированные строки,  
4,6,1,51,1,1,12,Запрограммированные строки,  
4,7,1,51,1,1,12,Запрограммированные строки,  
4,8,1,51,1,1,12,Запрограммированные строки,  
4,9,1,51,1,1,12,Запрограммированные строки,  
4,10,1,51,1,1,12,Запрограммированные строки,  
4,11,1,51,1,1,12,Запрограммированные строки,  
4,12,1,51,1,1,12,Запрограммированные строки,  
4,13,1,51,1,1,12,Запрограммированные строки,          ТОРГОВЫЙ ОБЪЕКТ № 1
4,14,1,51,1,1,12,Запрограммированные строки,          ДОБРО ПОЖАЛОВАТЬ !
// Таблица 5, Наименование типов оплаты
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
5,1,1,51,1,1,12,Запрограммированные типы оплаты,НАЛИЧНЫМИ
5,2,1,51,1,1,12,Запрограммированные типы оплаты,ОПЛАТА 1
5,3,1,51,1,1,12,Запрограммированные типы оплаты,ОПЛАТА 2
5,4,1,51,1,1,12,Запрограммированные типы оплаты,ПЛАТ. КАРТОЙ
// Таблица 6, Налоговые ставки
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
6,1,1,2,0,0,9999,Величина налога,0
6,2,1,2,0,0,9999,Величина налога,0
6,3,1,2,0,0,9999,Величина налога,0
6,4,1,2,0,0,9999,Величина налога,0
6,1,2,51,1,0,9999,Название налога,НАЛОГ С ПРОДАЖ
6,2,2,51,1,0,9999,Название налога,НДС
6,3,2,51,1,0,9999,Название налога, 
6,4,2,51,1,0,9999,Название налога, 
// Таблица 7, Наименование отделов
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
7,1,1,51,1,0,9999,Запрограммированные названия секций,
7,2,1,51,1,0,9999,Запрограммированные названия секций,
7,3,1,51,1,0,9999,Запрограммированные названия секций,
7,4,1,51,1,0,9999,Запрограммированные названия секций,
7,5,1,51,1,0,9999,Запрограммированные названия секций,
7,6,1,51,1,0,9999,Запрограммированные названия секций,
7,7,1,51,1,0,9999,Запрограммированные названия секций,
7,8,1,51,1,0,9999,Запрограммированные названия секций,
7,9,1,51,1,0,9999,Запрограммированные названия секций,
7,10,1,51,1,0,9999,Запрограммированные названия секций,
7,11,1,51,1,0,9999,Запрограммированные названия секций,
7,12,1,51,1,0,9999,Запрограммированные названия секций,
7,13,1,51,1,0,9999,Запрограммированные названия секций,
7,14,1,51,1,0,9999,Запрограммированные названия секций,
7,15,1,51,1,0,9999,Запрограммированные названия секций,
7,16,1,51,1,0,9999,Запрограммированные названия секций,
// Таблица 8, Настройка шрифтов
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
8,1,1,1,0,1,7,Текст в чеке,1
8,1,2,1,0,1,7,Рекламный текст,1
8,1,3,1,0,1,7,Заголовок чека,1
8,1,4,1,0,1,7,1 строка в операции,1
8,1,5,1,0,1,7,2 строка в операции,1
8,1,6,1,0,1,7,3 строка в операции,1
8,1,7,1,0,1,7,1 строка в скидке,1
8,1,8,1,0,1,7,2 строка в скидке,1
8,1,9,1,0,1,7,1 строка в надбавке,1
8,1,10,1,0,1,7,2 строка в надбавке,1
8,1,11,1,0,1,7,1 строка в сторно скидки,1
8,1,12,1,0,1,7,2 строка в сторно скидки,1
8,1,13,1,0,1,7,1 строка в сторно надбавки,1
8,1,14,1,0,1,7,2 строка в сторно надбавки,1
8,1,15,1,0,1,7,Строка в закрытии чека,1
8,1,16,1,0,1,7,Скидка в закрытии чека,1
8,1,17,1,0,1,7,Всего в закрытии чека,1
8,1,18,1,0,1,7,Итог чека,2
8,1,19,1,0,1,7,Текст в типе оплаты,1
8,1,20,1,0,1,7,Текст в сдаче,1
8,1,21,1,0,1,7,Оборот по налогам,1
8,1,22,1,0,1,7,Налоги,1
// Таблица 9, Таблица формата чека
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
9,1,1,1,0,1,3,Номер строки,2
9,2,1,1,0,1,3,Номер строки,3
9,3,1,1,0,1,3,Номер строки,3
9,4,1,1,0,1,3,Номер строки,3
9,5,1,1,0,1,3,Номер строки,1
9,6,1,1,0,1,3,Номер строки,1
9,7,1,1,0,1,3,Номер строки,2
9,8,1,1,0,1,3,Номер строки,2
9,9,1,1,0,1,3,Номер строки,1
9,10,1,1,0,1,3,Номер строки,2
9,11,1,1,0,1,3,Номер строки,2
9,12,1,1,0,1,3,Номер строки,1
9,13,1,1,0,1,3,Номер строки,2
9,14,1,1,0,1,3,Номер строки,2
9,15,1,1,0,1,3,Номер строки,1
9,16,1,1,0,1,3,Номер строки,2
9,17,1,1,0,1,3,Номер строки,2
9,1,2,1,0,0,50,Смещение в строке (в символах),0
9,2,2,1,0,0,50,Смещение в строке (в символах),3
9,3,2,1,0,0,50,Смещение в строке (в символах),0
9,4,2,1,0,0,50,Смещение в строке (в символах),22
9,5,2,1,0,0,50,Смещение в строке (в символах),0
9,6,2,1,0,0,50,Смещение в строке (в символах),0
9,7,2,1,0,0,50,Смещение в строке (в символах),3
9,8,2,1,0,0,50,Смещение в строке (в символах),22
9,9,2,1,0,0,50,Смещение в строке (в символах),0
9,10,2,1,0,0,50,Смещение в строке (в символах),3
9,11,2,1,0,0,50,Смещение в строке (в символах),22
9,12,2,1,0,0,50,Смещение в строке (в символах),0
9,13,2,1,0,0,50,Смещение в строке (в символах),0
9,14,2,1,0,0,50,Смещение в строке (в символах),22
9,15,2,1,0,0,50,Смещение в строке (в символах),0
9,16,2,1,0,0,50,Смещение в строке (в символах),0
9,17,2,1,0,0,50,Смещение в строке (в символах),22
9,1,3,1,0,0,50,Размер (в символах),42
9,2,3,1,0,0,50,Размер (в символах),15
9,3,3,1,0,0,50,Размер (в символах),0
9,4,3,1,0,0,50,Размер (в символах),20
9,5,3,1,0,0,50,Размер (в символах),10
9,6,3,1,0,0,50,Размер (в символах),42
9,7,3,1,0,0,50,Размер (в символах),10
9,8,3,1,0,0,50,Размер (в символах),20
9,9,3,1,0,0,50,Размер (в символах),42
9,10,3,1,0,0,50,Размер (в символах),10
9,11,3,1,0,0,50,Размер (в символах),20
9,12,3,1,0,0,50,Размер (в символах),42
9,13,3,1,0,0,50,Размер (в символах),16
9,14,3,1,0,0,50,Размер (в символах),20
9,15,3,1,0,0,50,Размер (в символах),42
9,16,3,1,0,0,50,Размер (в символах),16
9,17,3,1,0,0,50,Размер (в символах),20
9,1,4,1,0,0,1,Выравнивание,0
9,2,4,1,0,0,1,Выравнивание,1
9,3,4,1,0,0,1,Выравнивание,0
9,4,4,1,0,0,1,Выравнивание,1
9,5,4,1,0,0,1,Выравнивание,0
9,6,4,1,0,0,1,Выравнивание,0
9,7,4,1,0,0,1,Выравнивание,0
9,8,4,1,0,0,1,Выравнивание,1
9,9,4,1,0,0,1,Выравнивание,0
9,10,4,1,0,0,1,Выравнивание,0
9,11,4,1,0,0,1,Выравнивание,1
9,12,4,1,0,0,1,Выравнивание,0
9,13,4,1,0,0,1,Выравнивание,0
9,14,4,1,0,0,1,Выравнивание,1
9,15,4,1,0,0,1,Выравнивание,0
9,16,4,1,0,0,1,Выравнивание,0
9,17,4,1,0,0,1,Выравнивание,1
9,1,5,30,1,0,1,Наименование,НАИМЕНОВАНИЕ В ОПЕРАЦИИ
9,2,5,30,1,0,1,Наименование,КОЛИЧЕСТВО X ЦЕНУ В ОПЕРАЦИИ
9,3,5,30,1,0,1,Наименование,СЕКЦИЯ В ОПЕРАЦИИ
9,4,5,30,1,0,1,Наименование,СТОИМОСТЬ В ОПЕРАЦИИ
9,5,5,30,1,0,1,Наименование,НАДПИСЬ СТОРНО В ОПЕРАЦИИ
9,6,5,30,1,0,1,Наименование,ТЕКСТ В СКИДКЕ
9,7,5,30,1,0,1,Наименование,НАДПИСЬ СКИДКА
9,8,5,30,1,0,1,Наименование,СУММА СКИДКИ
9,9,5,30,1,0,1,Наименование,ТЕКСТ В НАДБАВКЕ
9,10,5,30,1,0,1,Наименование,НАДПИСЬ НАДБАВКА
9,11,5,30,1,0,1,Наименование,СУММА НАДБАВКИ
9,12,5,30,1,0,1,Наименование,ТЕКСТ В СТОРНО СКИДКИ
9,13,5,30,1,0,1,Наименование,НАДПИСЬ СТОРНО СКИДКИ
9,14,5,30,1,0,1,Наименование,СУММА СТОРНО СКИДКИ
9,15,5,30,1,0,1,Наименование,ТЕКСТ В СТОРНО НАДБАВКИ
9,16,5,30,1,0,1,Наименование,НАДПИСЬ СТОРНО НАДБАВКИ
9,17,5,30,1,0,1,Наименование,СУММА СТОРНО НАДБАВКИ
// Таблица 10, Служебная
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
10,1,1,1,0,0,255,Расстояние от головки до ножа,88
10,1,2,1,0,0,255,Расстояние от ножа до гребенки,115
10,1,3,1,0,0,200,Нижний порог напряжения,150
10,1,4,1,0,200,255,Верхний порог напряжения,183
10,1,5,1,0,0,255,Зарезервировано,39
10,1,6,1,0,0,0,Калибровка тпг,0
// Таблица 11, Параметры кодирования qr-кодов
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
11,1,1,1,0,0,1,Кодировать текст в utf-8,1
11,1,2,1,0,3,8,Размер модуля кода рекламного текста,3
11,1,3,1,0,0,3,Избыточнось кода рекламного текста,0
11,1,4,1,0,0,8,Маска кода рекламного текста,0
11,1,5,1,0,0,2,Выравнивание кода рекламного текста,1
11,1,6,1,0,3,8,Размер модуля кода веб-ссылки,3
11,1,7,1,0,0,3,Избыточнось кода веб-ссылки,0
11,1,8,1,0,0,8,Маска кода веб-ссылки,0
11,1,9,1,0,0,2,Выравнивание кода веб-ссылки,1
// Таблица 12, Веб-ссылка
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
12,1,1,40,1,0,2,Ссылка строка 1,www.shtrih-m.ru
12,1,2,40,1,0,2,Ссылка строка 2, 
12,1,3,40,1,0,2,Ссылка строка 3, 
